湖南人文科技学院	0x20
贵州食品工程职业学院	0xcdd
中国人民解放军陆军步兵学院	0x6c1
大连翻译职业学院	0x5c5
甘肃中医药大学	0x6b3
福州市工人业余大学	0x1053
中山大学新华学院	0xa1d
青岛滨海学院	0x9e6
平湖师范学校	0x404
南充教育学院	0xe44
嘉应学院	0xfda
庆阳市商业学校	0x79e
浙江工业大学之江学院	0x12a
山东电力高等专科学校	0x9bb
河源职业技术学院	0x791
江西管理职业学院	0x1030
浙江外国语学院	0x93f
湖北汽车工业学院	0xcdb
山东工大科技专修学院	0x10d
西藏自治区农业广播电视学校	0x55c
湖北铁道运输职业学院	0x108
沈阳电力高等专科学校	0xf5d
郑州职业技术学院	0xf7e
浙江工商大学杭州商学院	0xa67
南昌大学科学技术学院	0x92c
江苏师范大学科文学院	0x15a
大连枫叶职业技术学院	0x452
安徽水利职工大学	0x9ba
广东汕头教育学院	0xa30
湖南劳动人事职业学院	0xfb1
宁波服装职业技术学院	0xa23
珠海市工业技工学校	0xb40
上海工商职业技术学院	0x1bf
四川大学锦城学院	0x4e7
安徽商业高等专科学校	0x782
济南大学	0xeb9
福州软件职业技术学院	0x4a8
江西先锋软件职业技术学院	0x9c6
无锡无线电工业学校	0x952
济南市职工大学	0x10de
吉林化工学院	0x202
安徽建筑大学城市建设学院	0xff0
集美师范高等专科学校	0x9
重庆轻工职业学院	0x38
湘潭机电高等专科学校	0x5e0
十堰教育学院	0x7fe
深圳广播电视大学	0xe2a
洛阳轴承职工大学	0x411
陕西省铜川教育学院	0x649
山东省地质学校	0x109d
上海工商外国语职业学院	0x964
鄂州职业大学	0xbb2
山东海事职业学院	0xbb6
郑州工程学院	0x1d2
岭南师范学院	0x1054
莆田高等专科学校	0x1cb
江苏联合职业技术学院（南通商贸分院）	0x2d9
甘肃交通职业技术学院	0xdb3
菏泽广播电视大学	0xf25
上海出版印刷高等专科学校	0x152
浙江师范大学	0x5b8
北京舞蹈学院	0x1fd
大连工人大学	0xaa2
中山火炬职业技术学院	0x1127
石家庄科技职业学院	0x4bc
南昌航空大学	0x6f2
河北环境工程学院	0xc18
嘉应大学	0xd78
昌潍师范专科学校	0x595
云南大学滇池学院	0x463
盐城工业专科学校	0x3ee
广西蓝天航空职业学院	0x67
江西交通职业技术学院	0xe95
江汉大学	0xe6e
广东财经职业学院	0x9c2
延安林业学校	0xe1c
武汉理工大学	0xf9a
上海邦德职业技术学院	0x7ab
德州纺织工业学校	0xafb
黑龙江中医药大学	0x373
石家庄外国语师范学校	0x4da
成都信息工程大学银杏酒店管理学院	0x150
广州南洋理工职业学院	0x418
上海东海职业技术学院	0x9de
北京大学	0xf46
四川工程职业技术学院	0x66e
台州职业技术学院	0x2c8
吉林省体育运动学校	0xa8b
广西大学行健文理学院	0x9ec
泉州纺织服装职业学院	0x5cc
辽宁经济职业技术学院	0xe06
湖南航空工业职工工学院	0x8bb
贵州工商职业学院	0x7a5
陕西商业专科学校	0xe4b
安徽审计职业学院	0x400
哈尔滨职业技术学院	0x506
乐山教育学院	0x9f3
青海财经职业技术学院	0x795
广州城市职业学院	0x110c
北京劳动保障职业学院	0xee5
青海畜牧兽医职业技术学院	0x75b
海南热带海洋学院	0x1076
西安思源职业学院	0xf03
宁夏幼儿师范高等专科学校	0x1102
宁夏农业学校	0x4f5
云南师范大学	0x88e
安顺师范高等专科学校	0x3be
陕西医学高等专科学校	0x3e7
克拉玛依职业技术学院	0x47b
哈尔滨工业大学	0xd27
铜仁师范高等专科学校	0x1110
西宁铁路司机学校	0x183
西安外贸职工大学	0xe48
重庆市职工大学	0x21a
川南幼儿师范高等专科学校	0xa3b
山西华澳商贸职业学院	0xaac
山东广播电视大学（烟台分校）	0x32d
临汾职业技术学院	0xd39
福州卫生学校	0x864
江西机电职业技术学院	0x90d
三亚城市职业学院	0x8d5
衡水师范专科学校	0x652
赣南医学院	0xb9
湖北汽车学校	0xd07
贵州职业技术学院	0x498
湖北国土资源职业学院	0xa9f
山东理工职业学院	0xfd8
云南师范大学商学院	0xd19
东海学院	0xfc3
北京开放大学	0xfa7
内蒙古民族幼儿师范高等专科学校	0x95d
防灾科技学院	0xfef
中国海洋大学	0x5e3
鹤岗矿务局职工大学	0x4bb
湘潭市职工大学	0x1b5
合肥电力学校	0x66a
曲靖师范学院	0x26f
甘肃畜牧工程职业技术学院	0xf51
四川护理职业学院	0xab3
上海思博职业技术学院	0x537
泰山护理职业学院	0xb0b
南京海运学校	0x6bc
厦门城市职业学院	0xfd7
贵州盛华职业学院	0x637
北京第二外国语学院中瑞酒店管理学院	0x7f9
苏州大学应用技术学院	0x7b2
蚌埠高等专科学校	0x8e7
咸阳职业技术学院	0x10b0
湖南商务职业技术学院	0xa26
商洛农业学校	0x3b9
巢湖学院	0xd81
新疆警察学院	0x10d5
九江师范专科学校	0xfe9
成都职业技术学院	0x63
华南热带农业大学	0xfe1
深圳北理莫斯科大学	0x38e
广东科学技术职业学院	0x74c
天津商务职业学院	0xcf9
青岛滨海职业学院	0xd71
辽宁广播电视大学	0x7d3
玉溪师范学校	0xbf5
广东邮电职业技术学院	0xeb2
曲靖医学高等专科学校	0x240
河南省沁阳师范学校	0x1066
苏州铁道师范学院	0x796
云南农业职业技术学院	0x937
西昌师范高等专科学校	0xd31
华北理工大学轻工学院	0xc61
汝南园林学校	0xe0
安徽工业经济职业技术学院	0xacf
山东电子职业技术学院	0x1100
山东现代学院	0x711
南昌理工学院	0x9e0
广播电视大学	0x4d0
河北劳动关系职业学院	0x439
中国地质大学（北京）	0x3c1
长春东方职业学院	0x7d4
广州工程技术职业学院	0x5a7
淄博师范高等专科学校	0x46e
长春大学	0x4c8
吉林化学工业公司职工大学	0xb35
国家检察官学院	0xebc
西北农林科技大学	0x21c
南昌第二师范学校	0x7ba
广西师范学院	0xc22
金华职业技术学院	0xbaf
黔南民族职业技术学院	0xf09
北京汇佳职业学院	0x1e5
安徽邮电职业技术学院	0xe4
菏泽师范专科学校	0x1032
吉林商业高等专科学校	0xde2
广东技术师范学院	0xb82
河南机电职业学院	0xa5e
咸宁财贸工商管理学校	0x387
榆林高等专科学校	0x35f
重庆信息技术职业学院	0xb07
北京工业大学高等职业教育学院	0x1126
潇湘职业学院	0x13a
内蒙古蒙医学院	0xda8
山东南山职业技术学院	0x7f0
泉州师范学院	0xef3
广州铁路机械学校	0xa7e
南昌师范高等专科学校	0xc1a
宁波市广播电视大学	0x429
辽东学院	0x45a
江苏旅游职业学院	0x64d
内蒙古商贸职业学院	0x57
宁夏建筑技工学校	0xe8c
云南新兴职业学院	0x575
内蒙古大学	0x3b1
天津城市建设学院	0xf7c
沈阳航空航天大学北方科技学院	0xbe4
安徽警官职业学院	0xf4b
国家法官学院	0x99b
萍乡学院	0x70e
石家庄工程职业学院	0x4cc
衢州卫生学校	0x6c7
驻马店教育学院	0x42
晋中职工大学	0xaab
江西工程学院	0x671
昭通卫生职业学院	0xe1b
平原大学	0x7ae
中国石油大学（华东）	0x80f
雁北师范学院	0x872
长沙医学院	0xf6
南京旅游职业学院	0xb1e
南昌教育学院	0xe46
淮北矿务局职工大学	0x1007
广西师范大学	0xe57
江汉石油学院	0xb06
新疆工程学院	0xff2
河南检察职业学院	0xe2f
山西财经大学	0x4f7
株洲师范高等专科学校	0x7d9
新疆财经大学商务学院	0xbaa
大冶钢厂职工大学	0x1177
中山职业技术学院	0x87b
肇庆科技职业技术学院	0xd74
江西理工大学	0xb77
玉林师范高等专科学校	0xe54
重庆职工医学院	0x246
石家庄铁道大学	0x322
山东交通职业学院	0x76c
陕西省安康农业学校	0x1154
西南师范大学	0xd28
福建林学院	0x87
杭州电力职工中等专业学校	0x5f1
巢湖师范专科学校	0x89f
焦作师范学校	0x26e
内蒙古民族大学	0x2b5
楚雄师范高等专科学校	0x851
苏州丝绸工学院	0x177
东营职业学院	0x7eb
石家庄科技工程职业学院	0xf3d
金陵科技学院	0x973
黑龙江大学	0x10d8
平顶山工业职业技术学院	0xfd9
右江民族医学院	0x330
浙江省省级机关职工业余大学	0x7a9
德州学院	0xf9d
蚌埠学院	0xbb9
菏泽教育学院	0x9f0
上饶师范学院	0x9d4
佛山科学技术学院	0x3c8
抚顺师范高等专科学校	0xca2
廊坊教育学院	0xbc9
德州广播电视大学	0xe2e
甘肃建筑职业技术学院	0x586
集宁师范学院	0x7a8
广东省航运学校	0x10b4
湖南化工机械学校	0xbe
昌吉州财贸学校	0x90b
广西卫生职业技术学院	0x8cf
广东医科大学	0x14f
上海对外经贸大学	0x108a
海南工商职业学院	0xc99
四川托普信息技术职业学院	0xdb8
福建华南女子职业学院	0xce0
岳阳师范高等专科学校	0x6ed
内蒙古自治区法学校	0x54b
河南城建高等专科学校	0x68d
重庆大学城市科技学院	0x8ed
盐城建筑工程学校	0xb80
西安体育学院	0x2c2
四川化工职业技术学院	0xd54
牡丹江市教育学院	0xd5a
湖南金融技术职工大学	0xd6c
科尔沁艺术职业学院	0xa15
菏泽农业学校	0xded
沈阳工业大学	0x681
信阳林业学校	0x7af
云南省机械工业学校	0xa8
天津市政法管理干部学院	0xf69
陕西国防工业职业技术学院	0x551
牡丹江大学	0x45b
北京师范学院	0x569
乌兰察布盟蒙古族师范学校	0xbc0
吉林职工医科大学	0x809
晋城文艺学校	0x78e
浙江省体育运动学校	0x9c8
绵阳职业技术学院	0x201
广州番禺职业技术学院	0x627
安徽公安职业学院	0x405
张家口职业技术学院	0x259
内蒙古大学创业学院	0x262
信阳涉外职业技术学院	0xf96
云南省机械技工学校	0x169
湖南税务高等专科学校	0xfe0
周口教育学院	0x198
石家庄邮电职业技术学院	0x1122
运城护理职业学院	0x3eb
中央财经大学	0x107e
河北农业大学	0x69c
宁夏财经职业技术学院	0xfbd
滁州城市职业学院	0xec9
江西警察学院	0xd70
山东煤炭教育学院（泰安煤炭工业学校）	0xce
太原城市职业技术学院	0x40e
西藏藏医学院	0xe
抚顺职业技术学院	0x77e
南昌铁路机械学校	0xe74
北京航空航天大学北海学院	0x2f8
合肥通用职业技术学院	0x81
开封文化艺术职业学院	0x1018
安徽大学	0x1065
河北石油职业技术学院	0x1080
山东省水利职工大学	0x37b
济南教育学院	0xb43
山东艺术学院	0x4f3
湖南财政经济学院	0xf08
南京信息工程大学	0x10b7
中国人民解放军陆军炮兵防空兵学院	0xa3f
中国人民解放军火箭军工程大学	0x93c
广东理工学院	0x19f
江西信息应用职业技术学院	0x899
成都文理学院	0x291
江西陶瓷工艺美术职业技术学院	0x853
三明医学科技职业学院	0x6a7
西安翻译学院	0xc9c
万县教育学院	0x9d6
贵州民族大学人文科技学院	0x124
温州医科大学	0xacb
北京师范大学	0xe93
西安建筑科技大学华清学院	0x1121
湖南网络工程职业学院	0x9e8
恩施州民族体育运动学校	0x583
许昌师范高等专科学校	0x2b1
沈阳大学师范学院	0xf65
大连交通大学	0x4c
昌吉州职工中专	0x39e
江西省司法警官学校	0x7ef
青岛科技大学	0x19e
南京电力高等专科学校	0x6e6
无锡南洋职业技术学院	0x8df
镇江市高等专科学校	0x17f
湖南文理学院	0x525
华北科技学院	0xf8e
重庆工商大学	0x8a5
济南联合大学	0x612
浙江医药高等专科学校	0x289
毕节市幼儿师范学校	0x787
郑州工业应用技术学院	0x2cf
扬州环境资源职业技术学院	0xc0d
岳阳职业技术学院	0x558
浙江舟山群岛新区旅游与健康职业学院	0x42b
嵩山少林武术职业学院	0x97a
华东交通大学	0x914
马鞍山市卫生职工中等专业学校	0x998
天门职业学院	0x1101
湖北财税职业学院	0x941
新疆石河子职业技术学院	0xcff
福州艺术学校	0x61
山东师范大学历山学院	0xceb
台州市教师进修学院	0xe0a
南京审计大学金审学院	0x8f5
甘肃省建筑职工中等专业学校	0xf22
湛江教育学院	0x61d
河南职业技术师范学院	0x3fa
黑龙江农业职业技术学院	0xe6d
广州铁路职业技术学院	0xa5b
广元职工医学院	0x10fd
曲阜远东职业技术学院	0xbb
重庆科技职业学院	0x18a
乌兰察布职业学院	0xe8f
北京针灸骨伤学院	0xfcd
厦门市城市建设中等职业学院	0x5df
广西壮族自治区广播电视大学	0xdf
南通技师学院	0xeca
陕西学前师范学院	0xaed
广州高等师范专科学校	0xf3c
南平师范高等专科学校	0x17e
杨凌职业技术学院	0x14b
重庆商务职业学院	0x759
宣州教育学院	0xff6
长春工业大学人文信息学院	0x1db
南昌航空大学科技学院	0x315
平顶山学院	0x550
长春中医药大学	0xce3
阳江职业技术学院	0x6d4
浙江大学城市学院	0x69f
福建警察学院	0xfaa
黑龙江科技大学	0x48
华东政法大学	0x68
郑州工商学院	0x603
中国人民武装警察部队指挥学院	0x1020
太谷师范学校	0xd92
河北工程大学	0xe33
沈阳理工大学	0x688
湖北经济学院法商学院	0xc82
浙江师范大学行知学院	0x1078
广东理工职业学院	0x8e2
桂林山水职业学院	0x1162
福建卫生学校	0xb16
合作民族师范专科学校	0xcfe
内蒙古财经大学	0xa54
重庆青年职业技术学院	0xe84
贵州铝厂职工大学	0x8b6
大连师范学校	0x508
中国人民解放军海军潜艇学院	0xe3e
江苏水利工程专科学校	0x10f6
咸宁应用科技学校	0xdc0
秦皇岛职业技术学院	0x434
黑龙江八一农垦大学	0x5b6
怀化职业技术学院	0xe35
广东体育职业技术学院	0x29b
滨州师范专科学校	0x300
浙江省广播电视大学	0x419
安徽工业职业技术学院	0xcd
安徽省淮北财政学校	0xb6e
重庆应用技术职业学院	0x82c
吉林农业大学	0xf2f
河北医科大学	0xde1
昆明医科大学海源学院	0xf89
齐鲁工业大学	0x2d
浙江工商大学	0x6ec
河南应用技术职业学院	0xba8
扬州大学广陵学院	0x98e
安徽长江职业学院	0x494
浙江传媒学院	0x904
昆明卫生职业学院	0xd7a
聊城大学	0xd3a
新疆铁道职业技术学院	0x65a
长春市特殊教育学校	0xb8f
广东南华工商职业学院	0x199
周口职业技术学院	0x63c
武汉工程职业技术学院	0xaec
大连理工大学	0xbc3
云南开放大学	0x570
江西公安专科学校	0x6af
陕西煤炭工业学校	0x504
吉林财税高等专科学校	0xecd
徽州师范专科学校	0xc26
佛山职业技术学院	0x21e
荆州市机电工程学校	0x1019
西北大学	0xfb8
琼台师范高等专科学校	0x25f
开封师专	0xa1c
九江医学专科学校	0x1b7
吉林体育学院	0x1021
六盘水职业技术学院	0x101f
南京工程学院	0x922
安徽大学交通分校	0xd4e
天津职业技术师范大学	0x6e4
天津科技大学	0x2e6
许昌财税学校	0xf28
黑龙江旅游职业技术学院	0x1062
汉中职业技术学院	0xa3
四川建筑职业技术学院	0x10ae
安徽中澳科技职业学院	0xfa4
贵州民族大学	0xf47
辽宁省交通高等专科学校	0x471
湖南软件职业学院	0xa6
邵阳医学高等专科学校	0x1b4
安徽省警官学校	0x9d
中国人民解放军陆军特种作战学院	0xaf7
上海海关高等专科学校	0x2d8
德州职业技术学院	0x892
湖北理工学院	0x8e8
南京航空航天大学金城学院	0xd52
辽宁石化职业技术学院	0xaf1
中国人民解放军国防大学	0xf8c
重庆电子科技职业学院	0x8de
河池学院	0x80c
安庆医药高等专科学校	0xdf1
郑州铁路职业技术学院	0x7cb
广西工业职业技术学院	0x23b
四川国际标榜职业学院	0x850
北京中医药大学东方学院	0xd40
河北工程技术高等专科学校	0xb88
西安航空技术高等专科学校	0x10a
空军医学高等专科学校	0x1129
兴义师范专科学校	0x175
河北远东职业技术学院	0x48a
惠州城市职业学院	0xa6d
华中电业联合职工大学	0xd6f
承德石油高等专科学校	0x984
黑龙江省经济管理干部学院	0x7c5
甘肃省建筑职工工程学院	0xe72
咸阳纺织工业学校	0x147
山西省财政税务专科学校	0x105e
池州师范学校	0xa86
安徽马鞍山技师学院	0x699
辽宁信息职业技术学院	0x905
中原工学院广播影视学院	0xd30
辽宁警察学院	0x770
中南工学院	0xba4
涟源钢铁总厂职工大学	0x930
福建师范大学协和学院	0x11d
江苏开放大学	0xcf3
四川文理学院	0x1ce
万县师范专科学校	0xe4a
北京工业职业技术学院	0x79a
重庆艺术工程职业学院	0x1113
山东省建筑工程学校	0x63b
长沙学院	0x232
哈尔滨航空职工大学	0xb41
湖南城建高等专科学校	0x5f3
吉林水利电力职业学院	0x968
湖州师范学校	0x9fe
苏州工艺美术学校	0x9f7
武汉工程科技学院	0xac9
北京协和医学院	0x283
河南工业贸易职业学院	0x139
黔东南民族师范高等专科学校	0x316
太原工业学院	0x1111
山西工业职业技术学院	0x917
湖北生态工程职业技术学院	0x9e
建阳师范学校	0xc4d
娄底师范学校	0x113c
河南工程学院	0x5f2
重庆科技学院	0xd14
塔里木大学	0xdad
江西农业大学	0x1037
重庆安全技术职业学院	0x10a2
张家口医学院	0x1039
安徽广播电视大学	0x8aa
芜湖师范专科学校	0xfd3
嘉兴高等专科学校	0xd8e
安徽工业大学	0x55a
广东环境保护工程职业学院	0x5ed
盐城高等师范学校	0xf06
华南师范大学	0x8b4
汕头机电学校	0x3d2
西安高新科技职业学院	0x802
民航管理干部学院	0xfbe
辽宁体育运动职业技术学院	0x3a9
寿光市劳动技校	0x824
集美大学诚毅学院	0x6eb
浙江音乐学院	0xefa
江苏省淮安经贸学校	0x6db
青岛理工大学琴岛学院	0x825
临沂农业学校	0xc2f
郑州航空工业管理学院	0xb4d
长春建筑高等专科学校、	0xe17
滨州学院	0x484
上海交通职业技术学院	0x9b
中国人民解放军火箭军士官学校	0xfb9
四川警察学院	0x85c
浙江公安高等专科学校	0x1143
湖南财经学院	0x585
天津天狮学院	0x71b
青岛工艺美术学校	0x3f9
常德艺术学校	0x1042
哈尔滨成人教育学院	0x107c
唐山科技职业技术学院	0x91c
湖州师范学院求真学院	0xbfc
北京联合大学	0xb2c
厦门东海职业技术学院	0xb04
嘉兴丝绸工业学校	0xb99
东华理工大学长江学院	0x49e
天津外国语大学	0x37c
三峡大学	0xf3a
济宁学院	0x347
漳州理工职业学院	0xa0b
大连市教育学院	0xb33
安顺职业技术学院	0x254
北京电子科技职业学院	0xbb4
渤海理工职业学院	0xd88
南阳医学高等专科学校	0xc90
哈尔滨大学	0xf73
广东女子职业技术学院	0x81b
郑州电子信息职业技术学院	0x1c9
北京服装学院	0x89d
云南师范大学文理学院	0xa31
长沙工业学校	0x38d
海关管理干部学院	0xfa8
天津市广播电视大学	0xbd1
烟台汽车工程职业学院	0x4a3
山东省广播电视大学	0x1b0
南京艺术学院	0xcd3
湖南冶金职业技术学院	0x630
重庆纺织职工大学	0x680
华北电力大学科技学院	0x372
重庆交通职业学院	0x2bb
扬州教育学院	0xea0
大连市广播电视大学	0xe2b
太原科技大学华科学院	0x19c
洛阳理工学院	0x4
黑龙江交通职业技术学院	0xe97
宁波邵逸夫艺术幼儿师范学校	0xcb1
宜宾师范高等专科学校	0x62
广西外国语学院	0x111a
湖南工业大学科技学院	0x214
湖南交通高级技工学校	0x8d4
景德镇学院	0xeaf
攀枝花学院	0xe6f
定西师范高等专科学校	0x3
上海科技大学	0xd86
邯郸医学高等专科学校	0x5a9
上海立信会计学院	0x948
长垣烹饪职业技术学院	0x1091
昌吉州高级技工学校	0xc57
广西机电职工大学	0xdc1
沈阳航空职业技术学院	0xa37
山东科技职业学院	0x8c6
山东药品食品职业学院	0xf35
桂林市职工大学	0x112c
湖南外国语职业学院	0x836
广东亚视演艺职业学院	0x8b5
滨州广播电视大学	0x848
新疆农业大学	0x9b4
中国医科大学	0x58
苏州高博软件技术职业学院	0x9c7
淄博第二师范学校	0xd93
齐齐哈尔市建设职工大学	0x10dd
天津体育职业学院	0xec7
上海济光职业技术学院	0x96a
湖南工业职业技术学院	0x8b8
茅台学院	0xc9a
包头轻工职业技术学院	0x486
青岛大学	0x2c0
扎兰屯职业学院	0xb9f
泰山乡镇企业职工大学	0xeb
中国人民大学	0xb8e
南通科技职业学院	0x73f
江西工程职业学院	0xf21
福建省广播电视大学	0x114a
苏州市职业大学	0xc25
浙江汽车职业技术学院	0x2b7
安顺学院	0xe3f
湘潭医卫职业技术学院	0x1c3
郑州黄河医学专修学院	0x427
陕西机械工业职工大学	0xfac
河南体育专科学校	0x28
忻州职业技术学院	0x2c5
衡水职业技术学院	0x1013
凉山大学	0xe2c
云南中医学院	0x96e
浙江广播电视大学直属省商业厅分校	0xdf0
山东工艺美术学院	0x454
温州职业技术学院	0x9df
宁夏建筑职工中专学校	0xc49
湖北省经济管理干部学院	0xfcc
大连软件职业学院	0xb4f
石家庄东方美术职业学院	0x176
浙江特殊教育职业学院	0xb0e
苏州城建环保学院	0x100d
安徽冶金工业学校	0xcb2
吐鲁番职业技术学院	0x9a8
台州师范专科学校	0x7ee
中国戏曲学院	0x756
忻州师范学院	0xc04
广州工商职业技术学院	0x290
湖南涉外经济学院	0x4e1
河北东方学院	0x3d8
西安师范学校	0xefc
南昌职业学院	0x51b
江苏省省级机关管理干部学院	0xa43
江西工商职业技术学院	0x6e9
西南交通大学希望学院	0x774
山东工程学院	0x41b
漳州城市职业学院	0x99f
青海卫生职业技术学院	0x84c
陕西烹饪专修学院	0x720
青海省广播电视大学	0xe60
兖州矿区职工大学	0xc4f
青岛酒店管理职业技术学院	0x197
安徽工业大学工商学院	0x6f1
云南交通运输职业学院	0x944
湖南省电子职工大学	0x513
玉林师范学院	0x47e
山东商务职业学院	0x2a9
闽南师范大学	0xd62
同济大学	0xa8c
贵州健康职业学院	0x58e
福建中医药大学	0xa88
潍坊科技职业学院	0xb92
宁夏农学院	0xa02
江西航天科技职业学院	0x109c
宁夏粮食学校	0xdba
沈阳工学院	0x102b
山东兵器工业职工大学	0xb4a
许昌市高级技工学校	0xb18
辽河石油勘探局职工大学	0x431
甘肃省石化工业学校	0x7fd
兴化职业大学	0xabc
亳州师范高等专科学校	0xa76
温州商学院	0xc65
深圳职业技术学院	0x4ba
白城职业技术学院	0xb51
北京经贸职业学院	0xf6a
临沂师范专科学校	0x806
哈尔滨学院	0x190
昌吉州农业机械化学校	0x266
山东力明科技职业学院	0x566
浙江交通职业技术学院	0x1094
黑河学院	0xa4b
安徽中医药高等专科学校	0x7ca
辽宁商贸职业学院	0xf29
宣城师范学校	0x949
陕西航空职业技术学院	0xb02
吉首大学	0xc46
潞安职业技术学院	0xd77
天津渤海职业技术学院	0xb53
中国科学院研究生院	0xa2
吉林建筑工程学院	0x29c
湖南警察学院	0x107d
南宁地区教育学院	0x7e4
临海师范学校	0xab1
襄阳师范高等专科学校	0x4ad
广西教育学院	0xee8
贵州工贸职业学院	0x211
九江财经高等专科学校	0x1148
福建农林大学金山学院	0xf00
江阴职业技术学院	0x5ae
南华大学	0x10e5
长江师范学院	0xf77
常德教育学院	0x29e
北京政法职业学院	0xb8c
商丘师范学院	0xd94
松原职业技术学院	0x4dc
江西省电力学校	0xb58
辽宁民族师范高等专科学校	0x82d
阜阳幼儿师范高等专科学校	0x8ff
眉山职业技术学院	0xd0e
江苏省海州师范学校	0x992
湖北工业大学	0xc5e
湖北省公安专科学校	0xd21
泉州海洋职业学院	0xa18
武汉生物工程职业技术学院	0xf54
湖北三峡学院	0xdb0
山西大学商务学院	0x15
运城职业技术学院	0x26d
陕西省彬县师范学校	0x444
吉林财经大学	0x1fe
康定民族师范高等专科学校	0x96d
沙洲职业工学院	0xdb6
西藏医学高等专科学校	0xf50
公安部郑州铁路人民警察学校	0xdc6
河南职业技术学院	0xd91
南通理工学院	0xab0
梧州师范学校	0x78b
鄂尔多斯职业学院	0x3f4
新疆农业职业技术学院	0xd2d
安徽理工大学	0xe63
聊城大学东昌学院	0xa39
应天职业技术学院	0x768
曲靖教育学院	0x389
泰州职业技术学院	0x6bb
重庆能源职业学院	0xddd
泰安师范学校	0x9a0
咸宁财税会计学校	0xec0
黑龙江农业工程职业学院	0xc1d
浙江冶金工业技工学校	0x6d1
济南市公用事业技工学校	0xa19
三亚航空旅游职业学院	0x468
河北金融学院	0x576
黑龙江省理工学校	0x515
佳木斯市教育学院	0x79f
鹤壁教育学院	0xb23
福建艺术职业学院	0x1a8
商丘科技职业学院	0xf3e
新疆财经大学	0x67c
聊城职业技术学院	0x192
淮北职业技术学院	0x227
佛山大学	0x915
宁夏艺术职业学院	0x896
三明师范学校	0x913
西安理工大学高科学院	0x1cf
菏泽医学专科学校	0xc9f
新余师范学校	0x4d1
红河卫生职业学院	0x428
商洛学院	0x690
天津市管理干部学院	0x68b
西安科技商贸职业学院	0xc9d
贵州电子科技职业学院	0x579
乐山师范学院	0xf78
中国医科大学临床医药学院	0x1103
北京机械工业学院	0x5b1
保定幼儿师范高等专科学校	0xb7d
安徽省水利技工学校	0x93
云南林业职业技术学院	0x2aa
湖北中医药高等专科学校	0xcce
烟台职工大学	0x9d3
宁波教育学院	0x78d
民办万博科技职业学院	0x72a
华南理工大学广州学院	0x989
武汉商贸职业学院	0x9a6
酒泉新能源职业学院	0x2fd
湖南民族职业学院	0xd22
山西艺术职业学院	0xdae
湖南交通工程学院	0xa2c
新疆机电职业技术学院	0x445
河南机电高等专科学校	0x5d9
咸阳师范学院	0x59b
华东工业大学	0x77f
北京联合大学外语师范学院	0x2ed
黔西南民族职业技术学院	0x60b
东南大学成贤学院	0xaf9
长春财经学院	0xf10
浙江省商业干部学校	0x834
长春职工医科大学	0xb8b
天津商学院	0xa2f
北京工业大学耿丹学院	0xb4
甘肃核工业职工大学	0x31c
山东冶金职工大学	0xe1f
山东省贸易职工大学	0x617
湖北药检高等专科学校	0x74b
广西商业高等专科学校	0x282
遵义医学院	0x581
廊坊卫生职业学院	0x696
陕西经贸学院	0x40a
咸阳市体育运动学校	0xfbc
杭州商业技工学校	0x961
浙江省轻工业学校（舟山东路校区）	0xf75
南阳农业职业学院	0xb05
宿州教育学院	0xea7
重庆航天职业技术学院	0xbff
中国重汽集团职工大学	0xb91
辽河石油职业技术学院	0x117b
河北体育学院	0x8e3
北京建筑大学	0x10f4
西安财经学院	0xc6c
威海市技术学院	0xbfa
江西省上饶师范学校（上饶师范学院小学教育师范分院）	0x591
晋中学院	0x538
河北建筑材料工业学校	0x69d
南京财贸学院	0x92b
湖南机电工程学校	0xb81
山东省机电学校	0xdf7
哈尔滨商业大学	0xeae
山西经贸职业学院	0xeeb
浙江安防职业技术学院	0x859
成都纺织高等专科学校	0x889
成都学院	0x73c
浙江金融职业学院	0x346
晋中教育学院	0x223
南昌市业余大学	0x36c
贵州应用技术职业学院	0x10af
吉林电子信息职业技术学院	0x6b4
湖南省人民警察学校	0x216
西北工业大学明德学院	0x73d
成都理工大学	0xa27
山西警察学院	0x113b
浙江会计学校	0x7f4
广东建设职业技术学院	0xde9
吉首大学张家界学院	0x673
宝鸡市职工大学	0x1168
重庆工业职业技术学院	0xc30
江西财经大学	0x6f
固原师范高等专科学校	0x856
寿光市盐业技校	0xeef
北京印刷学院	0xe01
株洲工学院	0x24d
兰州理工大学技术工程学院	0x499
商丘市工业学校	0x1140
新疆医科大学	0x53f
长沙职业技术师范专科学校	0x174
广东生态工程职业学院	0x8dd
