888000195 ,天津铁道职业技术学院,	0x14e4
888003976 ,宁夏民族职业技术学院,	0xa63
888000662 ,辽宁林业职业技术学院,	0xa64
888003890 ,酒泉农林科技学校,	0xa60
888003182 ,桂林市教育学院,	0x1773
888004014 ,伊犁师范学院,	0x1774
888001822 ,江西师范大学,	0x1771
888002112 ,山东医学高等专科学校,	0x1772
888001533 ,安徽师范大学皖江学院,	0x1777
888003536 ,贵州轻工职业技术学院,	0xa4c
888000932 ,上海戏剧学院,	0xa4d
888003900 ,武威职业学院,	0x1778
888000835 ,黑龙江工程学院,	0x1775
888001042 ,常州工学院,	0xa4e
888000996 ,南京铁道医学院,	0x1776
888001849 ,江西公安专科学校,	0xa4f
888002695 ,湖北工程职业学院,	0xa4a
888001410 ,浙江省嘉兴农业学校,	0xa4b
888001471 ,皖南医学院,	0x1770
888001043 ,扬州大学,	0x177c
888001294 ,丽水卫校,	0x177d
888000041 ,北京第三师范学校,	0x177a
888000396 ,山西大同大学,	0x177b
888003763 ,长安大学兴华学院,	0xa76
888001575 ,安徽电子信息职业技术学院,	0xa77
888002183 ,青岛求实职业技术学院,	0x177e
888002309 ,洛阳工业高等专科学校,	0xa78
888002481 ,洛阳职业技术学院,	0xa79
888003084 ,广州铁路运输职工大学,	0x177f
888001688 ,鹭江职业大学,	0xa72
888001968 ,原山东工业大学,	0xa73
888002315 ,信阳农林学院,	0xa74
888003505 ,贵阳师范高等专科学校,	0xa75
888000636 ,沈阳科技学院,	0xa70
888001488 ,滁州师范专科学校,	0xa71
888004370 ,中国人民解放军空军哈尔滨飞行学院,	0x1784
888000603 ,沈阳大学,	0x1785
888003723 ,商洛师范专科学校,	0x1782
888004022 ,新疆农业大学科学技术学院,	0x1783
888002311 ,新乡学院,	0x1788
888004360 ,中国人民解放军海军大连舰艇学院,	0xa5d
888000196 ,天津工艺美术职业学院,	0xa5e
888003807 ,宝鸡铁路司机学校,	0x1789
888000292 ,河北经贸大学经济管理学院,	0xa5f
888001154 ,应天职业技术学院,	0x1786
888002192 ,山东外国语职业学院,	0x1787
888003145 ,广西科技师范学院,	0xa5a
888004160 ,黑龙江农垦管理干部学院,	0xa5b
888004232 ,郑州市职工大学,	0xa5c
888001160 ,江苏省丝绸学校,	0x1780
888001587 ,合肥职业技术学院,	0x1781
888000669 ,辽宁金融职业学院,	0xa47
888000892 ,大庆医学高等专科学校,	0xa48
888001304 ,中国计量大学,	0xa49
888002095 ,山东师范大学历山学院,	0xa43
888002498 ,武汉大学,	0x170a
888002806 ,湖南科技大学潇湘学院,	0xa44
888003038 ,广东机电职业技术学院,	0xa45
888003454 ,四川信息职业技术学院,	0xa46
888001177 ,苏州工业园区职业技术学院,	0x1715
888001218 ,盐城轻工业学校,	0x1716
888003874 ,西北师范大学知行学院,	0xa40
888001006 ,常州大学,	0xa41
888001110 ,明达职业技术学院,	0x1713
888001786 ,厦门兴才职业技术学院,	0x1714
888001869 ,南昌大学共青学院,	0xa42
888002002 ,山东化工学校,	0x1719
888001836 ,井冈山职业技术学院,	0x1717
888001900 ,江西司法警官职业学院,	0x1718
888002513 ,湖北农学院,	0xa2e
888003503 ,贵州民族大学,	0xa2f
888000038 ,首都师范大学,	0x1711
888001872 ,南昌航空大学科技学院,	0xa2a
888000730 ,吉林工程技术师范学院,	0x1712
888003261 ,渝州教育学院,	0xa2b
888003730 ,陕西财政专科学校,	0xa2c
888001768 ,泉州供销学校,	0xa2d
888004107 ,山西职工医学院,	0x1710
888001351 ,浙江中医药大学滨江学院,	0xa58
888001389 ,浙江建设职业技术学院,	0xa59
888000153 ,天津外国语大学,	0xa54
888002515 ,武汉工程大学,	0x171a
888000436 ,太原理工大学阳泉学院,	0x171b
888000652 ,辽宁农业职业技术学院,	0xa55
888000737 ,吉林体育学院,	0xa56
888001028 ,江苏师范大学,	0xa57
888002114 ,菏泽医学专科学校,	0xa50
888002986 ,广东财经大学华商学院,	0x1726
888002310 ,洛阳大学,	0xa51
888003134 ,宜州民族师范学校,	0x1727
888002739 ,岳阳教育学院,	0x1724
888002892 ,湖南汽车工程职业学院,	0xa52
888002897 ,湖南铁路科技职业技术学院,	0x1725
888004154 ,哈尔滨市职工大学,	0xa53
888004265 ,湖南金融技术职工大学,	0x1728
888004328 ,陕西工运学院,	0x1729
888001203 ,常州机电职业技术学院,	0xa3f
888000125 ,北京社会管理职业学院,	0xa3b
888003477 ,成都工业职业技术学院,	0x1722
888002278 ,周口师范学院,	0x1723
888002905 ,湖南高尔夫旅游职业学院,	0xa3c
888000574 ,大连交通大学,	0xa3d
888001984 ,山东建筑大学,	0x1720
888001047 ,扬州医学院,	0xa3e
888002775 ,湘南医学高等专科学校,	0x1721
888002358 ,河南师范大学新联学院,	0x170d
888003341 ,西南石油大学,	0x170e
888000498 ,包头医学院,	0x170b
888000843 ,哈尔滨石油学院,	0x170c
888002076 ,潍坊科技学院,	0xa3a
888003810 ,陕西省乾县师范学校,	0x170f
888002267 ,河南职业技术师范学院,	0xa25
888000335 ,唐山职业技术学院,	0xa26
888000484 ,山西轻工职业技术学院,	0xa27
888000943 ,上海金融专科学校,	0xa28
888000322 ,河北建材职工大学,	0x172b
888001809 ,江西大学,	0xa21
888000702 ,辽宁民族师范高等专科学校,	0x172c
888001950 ,江西管理职业学院,	0xa22
888003365 ,西华师范大学,	0xa23
888000232 ,河北师范大学,	0x172a
888000312 ,河北工业职业技术学院,	0xa24
888002712 ,武汉光谷职业学院,	0x1737
888003867 ,甘肃民族师范学院,	0x1738
888001397 ,浙江省供销社职工学院,	0x1735
888001974 ,中国石油大学（华东）,	0x1736
888002821 ,湖南应用技术学院,	0xa20
888004315 ,陕西航天职工大学,	0x1739
888000898 ,佳木斯职业学院,	0xa0c
888001332 ,浙江省轻工业学校（舟山东路校区）,	0xa0d
888002876 ,潇湘职业学院,	0x1730
888001885 ,南昌幼儿师范学校,	0xa0e
888002810 ,湖南农业大学东方科技学院,	0xa0f
888002206 ,济南市财经学校,	0x1733
888003445 ,眉山职业技术学院,	0x1734
888000217 ,河北轻化工学,	0x1731
888000301 ,华北理工大学冀唐学院,	0xa0a
888000384 ,曹妃甸职业技术学院,	0xa0b
888002187 ,济南职工科技大学,	0x1732
888003794 ,西安海棠职业学,	0x171e
888003885 ,甘肃省建筑职工工程学院,	0x171f
888001300 ,嘉兴高等专科学校,	0x171c
888001434 ,浙江广厦建设职业技术学院,	0x171d
888003098 ,广东青年职业学院,	0xa18
888003480 ,四川应用技术职业学院,	0xa19
888000451 ,山西机电职业技术学院,	0xa36
888000608 ,本溪冶金高等专科学校,	0xa37
888001766 ,泉州经贸职业技术学院,	0xa38
888002035 ,济宁艺术学校,	0xa39
888001011 ,江南学院,	0xa32
888002919 ,华南农业大学,	0x173c
888000762 ,吉林师范大学博达学院,	0x173d
888001067 ,东南大学成贤学院,	0xa33
888000683 ,辽河油田广播电视大,	0x173a
888001436 ,杭州万向职业技术学院,	0xa34
888001263 ,舟山师范专科学校,	0x173b
888003587 ,蒙自师范高等专科学校,	0xa35
888001806 ,泉州工程职业技术学院,	0x1748
888001906 ,江西电力职业技术学院,	0x1749
888000079 ,石油大学（北京）,	0xa30
888003902 ,武威师范学校,	0x1746
888000419 ,山西警察学院,	0xa31
888000990 ,南京大学,	0x1747
888000453 ,山西财贸职业技术学院,	0xa1d
888000989 ,上海民航职业技术学院,	0x1740
888000886 ,黑龙江旅游职业技术学院,	0xa1e
888001049 ,江苏商业专科学校,	0x1741
888001014 ,江苏大学,	0xa1f
888002940 ,广州体育学院,	0x1744
888003157 ,梧州师范高等专科学校,	0x1745
888004239 ,焦作职工医学院,	0xa1a
888000319 ,河北石油职业技术学院,	0xa1b
888001331 ,浙江省电子工业学校,	0x1742
888002318 ,河南工学院,	0xa1c
888004177 ,上海市普陀区业余大学,	0x1743
888002255 ,河南理工大学,	0x172f
888000828 ,哈尔滨体育学院,	0x172d
888001922 ,南昌职业学院,	0x172e
888001363 ,浙江外国语学院,	0xa29
888000022 ,北京邮电大学,	0x178d
888000351 ,廊坊职业技术学院,	0x178e
888003379 ,乐山教育学院,	0x178b
888003999 ,宁夏幼儿师范高等专科学校,	0x178c
888000577 ,大连工业大学,	0x178f
888001149 ,常州市电子职工大学,	0x178a
888001569 ,淮南职业技术学院,	0x1795
888002605 ,文华学院,	0x1796
888000269 ,华北航天工业学院,	0x1793
888000521 ,鄂尔多斯应用技术学院,	0x1794
888000877 ,黑龙江农业经济职业学院,	0x1799
888001074 ,金陵职业大学,	0x1797
888001630 ,安徽涉外经济职业学院,	0x1798
888001301 ,平湖师范学校,	0x1791
888003010 ,广东以色列理工学院,	0x1792
888001318 ,浙江财经大学,	0x1790
888001425 ,义乌商贸专修学院,	0x179e
888002299 ,黄淮学院,	0x179f
888002736 ,湖南教育学院,	0x179c
888003040 ,汕尾职业技术学院,	0x179d
888001469 ,安徽医科大学,	0x179a
888002372 ,三门峡职业技术学院,	0x179b
888000169 ,南开大学滨海学院,	0x16e2
888000899 ,黑龙江护理高等专科学校,	0x16e3
888004140 ,吉林市职工大学,	0x16e0
888002872 ,怀化职业技术学院,	0x16e1
888002757 ,常德师范高等专科学校,	0x16e6
888002839 ,湖南铁道职业技术学院,	0x16e7
888001711 ,闽南理工学院,	0x16e4
888002167 ,淄博职业学院,	0x16e5
888001041 ,淮阴工学院,	0x16cf
888000303 ,燕京理工学院,	0x16ca
888003691 ,西安公路交通大学,	0x16cd
888003989 ,宁夏供销学校,	0x16ce
888000981 ,上海科学技术职业学院,	0x16cb
888001161 ,江苏省苏州商业学校,	0x16cc
888004128 ,辽宁广播电视大学,	0x16d9
888001643 ,黄山市中华职业学校,	0x16d7
888002434 ,河南交通职业技术学院,	0x16d8
888003052 ,清远职业技术学院,	0x16f3
888003079 ,广州城市职业学院,	0x16f4
888000716 ,延边科技大学,	0x16f1
888002756 ,湖南文理学院,	0x16f2
888000175 ,天津市职业大学,	0x16f7
888000530 ,包头轻工职业技术学院,	0x16f8
888003695 ,西北农业大学,	0x16f5
888004289 ,重庆电力职工大学,	0x16f6
888000429 ,山西财经大学华商学院,	0x16f0
888002097 ,中国石油大学胜利学院,	0x16da
888004065 ,北京市石景山区业余大学,	0x16db
888003542 ,贵州职业技术学院,	0x16de
888003959 ,青海柴达木职业技术学院,	0x16df
888002236 ,济南护理职业学院,	0x16dc
888001650 ,安徽黄梅戏艺术职业学院,	0x16dd
888002865 ,娄底经济贸易学校,	0x16e8
888001879 ,江西科技师范大学理工学院,	0x16e9
888002341 ,铁道警官高等专科学校,	0x16eb
888002584 ,武汉晴川学院,	0x16ec
888002254 ,河南医科大学,	0x16ea
888000374 ,承德护理职业学院,	0x16ef
888003677 ,西藏自治区农牧学校,	0x16ed
888003895 ,兰州教育学院,	0x16ee
888001462 ,安徽工业大学,	0x16f9
888003788 ,陕西铁路工程职业技术学院,	0x16fc
888004063 ,北京市崇文区职工大学,	0x16fd
888001821 ,赣南医学院,	0x16fa
888003279 ,重庆正大软件职业技术学院,	0x16fb
888000888 ,黑龙江生态工程职业学院,	0x16fe
888000959 ,上海师范大学天华学院,	0x16ff
888002025 ,费县师范,	0x16a2
888003426 ,内江职业技术学院,	0x16a3
888000771 ,四平职业大学,	0x16a0
888002186 ,济南机械职工大学,	0x16a1
888000066 ,北京电影学院,	0x16b0
888000159 ,天津美术学院,	0x16b3
888000358 ,河北司法警官职业学院,	0x16b4
888001428 ,宁波服装职业技术学院,	0x16b1
888002256 ,郑州轻工业学院,	0x16b2
888001965 ,赣南卫生健康职业学院,	0x16a6
888004090 ,天津市职工经济技术大学,	0x16a7
888003026 ,佛山职业技术学院,	0x16a4
888003096 ,广州华夏职业学院,	0x16a5
888004272 ,汕头市业余大学,	0x16a8
888000531 ,内蒙古电子信息职业技术学院,	0x16a9
888003811 ,陕西省仪祉农业学校,	0x16c0
888000221 ,河北建筑工程学院,	0x16c1
888002532 ,黄冈师范高等专科学校,	0x16c4
888002664 ,湖北省贸易科技学校,	0x16c5
888001608 ,安徽中澳科技职业学院,	0x16c2
888002729 ,长沙交通学院,	0x16c3
888003401 ,成都文理学院,	0x16af
888003298 ,重庆电子工程职业学院,	0x16ad
888003444 ,四川省水利机电学校,	0x16ae
888002715 ,湘西民族教育学院,	0x16ab
888002982 ,华南理工大学广州学院,	0x16ac
888001199 ,无锡无线电工业学校,	0x16aa
888002453 ,驻马店职业技术学院,	0x16b7
888003463 ,四川城市职业学院,	0x16b8
888003405 ,四川工业科技学院,	0x16b5
888000338 ,邢台医学高等专科学校,	0x16b6
888004269 ,南海成人学院,	0x16b9
888001212 ,苏州健雄职业技术学院,	0x16d1
888001258 ,杭州出版学校,	0x16d2
888001142 ,江苏经贸职业技术学院,	0x16d0
888003447 ,四川职业技术学院,	0x16d5
888001551 ,芜湖信息技术职业学院,	0x16d6
888002450 ,安阳中医药学校,	0x16d3
888003017 ,潮汕职业技术学院,	0x16d4
888002411 ,鹤壁广播电视大学,	0x16be
888002419 ,焦作师范学校,	0x16bf
888001480 ,黄山高等专科学校（1997）,	0x16bc
888001868 ,南昌大学科学技术学院,	0x16bd
888000385 ,山西大学,	0x16ba
888001408 ,杭州职业技术学院,	0x16bb
888001636 ,马鞍山职业技术学院,	0x16c8
888003751 ,西安交通工程学院,	0x16c9
888000475 ,山西同文职业技术学院,	0x16c6
888001158 ,南通科技职业学院,	0x16c7
888000976 ,上海思博职业技术学院,	0xb24
888003732 ,陕西经贸学院,	0x12e6
888001065 ,南通理工学院,	0x12e7
888003838 ,陕西广播电视大学,	0xb25
888001681 ,宁德师范高等专科学校,	0xb26
888002259 ,郑州工业高等专科学校,	0x12e4
888002137 ,烟台职工大学,	0xb27
888002380 ,开封大学,	0x12e5
888004130 ,辽宁文化艺术职工大学,	0xb20
888000084 ,首钢工学院,	0xb21
888001221 ,江苏省淮海工业贸易学校,	0xb22
888001892 ,东华理工大学行知分院,	0x12e8
888000890 ,七台河职业学院,	0xb23
888002316 ,信阳林业学校,	0x12e9
888003462 ,四川财经职业学院,	0xb0f
888004165 ,牡丹江市教育学院,	0x12e2
888000801 ,黑龙江科技大学,	0x12e3
888000202 ,天津体育职业学院,	0x12e0
888004056 ,哈密职业技术学院,	0x12e1
888002921 ,湛江水产学院,	0xb0b
888004295 ,中国工程物理研究院职工工学院,	0x12cd
888000110 ,北京市法律业余大学,	0x12ce
888002195 ,德州市技术学院,	0xb0c
888002260 ,河南科技大学,	0xb0d
888003953 ,青海交通职业技术学院,	0x12cb
888003358 ,西昌师范高等专科学校,	0xb0e
888004261 ,长沙教育学院,	0x12cc
888002083 ,山东英才职业技术学院,	0x12cf
888002728 ,长沙理工大学,	0xb0a
888003331 ,重庆幼儿师范高等专科学校,	0xb17
888003189 ,广西国际商务职业技术学院,	0x12ca
888004268 ,广州金桥管理干部学院,	0xb18
888001183 ,无锡南洋职业技术学院,	0xb19
888000005 ,北京交通大学,	0x12f7
888001962 ,江西洪州职业学院,	0xb35
888000109 ,北京政法职业学院,	0x12f8
888002961 ,仲恺农业工程学院,	0xb36
888003005 ,广东教育学院,	0xb37
888003646 ,云南三鑫职业技术学院,	0x12f5
888003718 ,西安师范学校,	0xb38
888003866 ,甘肃政法学院,	0x12f6
888003728 ,西安财经学院,	0xb31
888000567 ,沈阳航空航天大学,	0xb32
888000811 ,东北农学院,	0xb33
888002339 ,黄河科技学院,	0x12f9
888001464 ,安徽理工大学,	0xb34
888000204 ,河北大学,	0x12f0
888003601 ,昆明大学,	0xb30
888001607 ,安徽工商职业学院,	0x12f3
888001819 ,江西农业大学,	0x12f4
888000362 ,石家庄经济职业学院,	0x12f1
888000496 ,内蒙古煤炭工业学校,	0x12f2
888004006 ,新疆工学院,	0x12de
888004187 ,空军第一职工大学,	0xb1c
888000524 ,内蒙古医科大学鄂尔多斯学院,	0xb1d
888004312 ,贵州广播电视大学,	0x12df
888002480 ,河南推拿职业学院,	0x12dc
888002912 ,湖南幼儿师范高等专科学校,	0xb1e
888002918 ,华南理工大学,	0x12dd
888003300 ,重庆电子科技职业学院,	0xb1f
888001702 ,莆田学院,	0xb1a
888003772 ,陕西纺织服装职业技术学院,	0xb1b
888000247 ,石家庄师范专科学校,	0xb28
888004173 ,上海市黄浦区业余大学,	0x12da
888001005 ,南京建筑工程学院,	0x12db
888001054 ,南京审计大学,	0xb29
888004033 ,新疆能源职业技术学院,	0xb02
888000347 ,河北对外经贸职业学院,	0xb03
888001413 ,湖州贸易经济学校,	0xb04
888001617 ,安徽省电影学校,	0xb05
888000680 ,辽宁装备制造职业技术学院,	0xb00
888003622 ,云南司法警官职业学院,	0xb01
888000193 ,天津石油职业技术学院,	0x12ef
888001459 ,中国科学技术大学,	0x12ed
888003859 ,培黎石油学校,	0x12ee
888003508 ,贵州商学院,	0x12eb
888003742 ,西安翻译职业学院,	0x12ec
888002656 ,三峡大学职业技术学院,	0x12ea
888000375 ,石家庄幼儿师范高等专科学校,	0xb13
888001095 ,南京财经大学红山学院,	0xb14
888001278 ,杭州医学高等专科学校,	0xb15
888002273 ,河南大学,	0xb16
888003588 ,云南财经大学,	0xb10
888004073 ,北京开放大学,	0xb11
888000068 ,中央民族大学,	0xb12
888002290 ,洛阳师范学院,	0x12fe
888003268 ,四川外国语大学,	0x12ff
888000194 ,天津城市职业学院,	0xb06
888000846 ,哈尔滨剑桥学院,	0x12fc
888000213 ,河北理工大学,	0xb07
888001152 ,南京海运学校,	0x12fd
888000170 ,天津师范大学津沽学院,	0x12fa
888000850 ,黑河学院,	0xb08
888001068 ,泰州学院,	0xb09
888003961 ,宁夏工学院,	0x12fb
888000951 ,上海大学法学院,	0x12a2
888000995 ,东南大学,	0x12a3
888000052 ,中国金融学院,	0x12a0
888000401 ,晋中学院,	0x12a1
888001519 ,安徽新华职业学院,	0x12a6
888001740 ,福州商业学校,	0x12a7
888002772 ,中南工学院,	0x12a4
888001103 ,昆山杜克大学,	0x12a5
888003645 ,云南经贸外事职业学院,	0x12b3
888004292 ,重庆市广播电视大学,	0x12b4
888001276 ,杭州市法律学校,	0x12b1
888002588 ,江汉大学文理学院,	0x12b2
888003985 ,宁夏农业学校,	0x12b7
888000961 ,上海纽约大学,	0x12b8
888001705 ,莆田华侨体育师范学校,	0x12b5
